RAJ2000,DEJ2000,_2MASS,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,Qflg,Rflg,Bflg,Cflg,Xflg,Aflg
172.577561,49.125298,11301861+4907310,16.23,0.105,15.818,0.16,15.39,,ACU,220,110,000,0,0
172.557502,49.140491,11301380+4908257,15.302,0.051,14.919,0.068,14.759,0.09,AAA,222,111,000,0,0
172.567503,49.136456,11301620+4908112,13.479,0.025,12.899,0.023,12.745,0.027,AAA,222,111,000,0,0
172.412909,49.095268,11293909+4905429,16.636,0.154,15.779,0.15,15.635,0.199,BBC,222,111,000,0,0
172.439261,49.103889,11294542+4906140,16.289,0.113,15.492,0.123,15.666,0.205,BBC,222,111,000,0,0
172.469545,49.127586,11295269+4907393,13.803,0.025,13.399,0.027,13.295,0.032,AAA,222,111,000,0,0
172.418365,49.114998,11294040+4906539,14.278,0.031,13.93,0.036,13.834,0.046,AAA,222,111,000,0,0
172.427406,49.132133,11294257+4907556,13.749,0.025,13.171,0.024,13.095,0.03,AAA,222,111,000,0,0
172.45211,49.12241,11294850+4907206,16.059,0.092,15.486,0.116,15.334,0.148,ABB,222,111,000,0,0
172.448409,49.136562,11294761+4908116,13.198,0.022,12.861,0.022,12.812,0.027,AAA,222,111,000,0,0
172.500381,49.138561,11300009+4908188,15.167,0.047,14.781,0.067,14.66,0.085,AAA,222,111,000,0,0
172.525941,49.151356,11300622+4909048,15.231,0.048,14.597,0.059,14.424,0.069,AAA,222,111,000,0,0
172.543576,49.142941,11301045+4908345,16.59,0.15,15.793,0.168,15.258,0.136,BCB,222,111,000,0,0
172.527675,49.159767,11300664+4909351,14.281,0.03,13.856,0.036,13.868,0.049,AAA,222,111,000,0,0
172.555284,49.174721,11301326+4910289,16.728,0.166,15.831,0.152,15.303,0.149,CBB,222,111,000,0,0
172.557898,49.190136,11301389+4911244,13.891,0.026,13.261,0.026,13.042,0.029,AAA,222,111,000,0,0
172.576368,49.187874,11301832+4911163,16.005,,15.141,,14.906,0.116,UUB,662,2,00c,0,0
172.228541,49.055695,11285484+4903205,12.183,0.028,11.947,0.034,11.873,0.02,AAA,222,111,000,0,0
172.284858,49.110222,11290836+4906367,15.494,0.044,14.829,0.077,14.41,0.063,AAA,222,111,0c0,0,0
172.301511,49.092445,11291236+4905328,15.915,0.065,15.254,0.112,14.954,0.1,ABA,222,111,000,0,0
172.325561,49.094112,11291813+4905388,15.974,0.064,16.194,0.204,16.069,0.272,ACD,222,111,000,0,0
172.378083,49.110207,11293073+4906367,14.675,0.035,14.121,0.042,13.984,0.052,AAA,222,111,000,0,0
172.314275,49.12476,11291542+4907291,12.702,0.027,12.399,0.034,12.374,0.02,AAA,222,111,000,0,0
172.329354,49.122955,11291904+4907226,14.518,0.039,13.788,0.039,13.688,0.043,AAA,222,111,000,0,0
172.320248,49.125755,11291685+4907327,16.442,0.093,15.833,0.129,15.54,0.181,ABC,222,111,000,0,0
172.372752,49.147408,11292946+4908506,15.071,0.044,14.567,0.055,14.308,0.064,AAA,222,111,000,0,0
172.344284,49.132538,11292262+4907571,11.868,0.031,11.399,0.036,11.271,0.022,AAA,222,111,000,0,0
172.375304,49.144512,11293007+4908402,14.114,0.03,13.625,0.031,13.575,0.036,AAA,222,111,000,0,0
172.223507,49.090534,11285364+4905259,14.571,0.028,14.147,0.039,14.087,0.056,AAA,222,111,000,0,0
172.194644,49.105537,11284671+4906199,12.807,0.028,12.206,0.034,12.059,0.02,AAA,222,111,000,0,0
172.25137,49.141117,11290032+4908280,16.548,0.104,15.752,0.126,15.604,0.169,ABC,222,111,000,0,0
172.326915,49.160484,11291845+4909377,15.412,0.039,15.114,0.078,14.965,0.091,AAA,222,111,000,0,0
172.294816,49.147766,11291075+4908519,11.012,0.03,10.702,0.034,10.65,0.02,AAA,222,111,000,0,0
172.303769,49.174606,11291290+4910285,16.684,0.133,15.725,0.145,15.195,0.129,BBB,222,111,000,0,0
172.299432,49.154903,11291186+4909176,12.642,0.025,12.028,0.034,11.799,0.018,AAA,222,111,000,0,0
172.339004,49.169704,11292136+4910109,16.933,0.144,16.248,,17.36,,BUU,200,100,000,0,0
172.407352,49.145634,11293776+4908442,15.045,0.043,14.45,0.058,14.23,0.059,AAA,222,111,000,0,0
172.43654,49.162201,11294476+4909439,14.89,0.039,14.207,0.04,14.023,0.05,AAA,222,111,000,0,0
172.414377,49.132278,11293945+4907562,15.988,0.092,15.566,0.121,15.314,0.141,ABB,222,111,000,0,0
172.426769,49.182484,11294242+4910569,16.542,0.148,15.974,0.179,15.388,0.161,BCC,222,111,000,0,0
172.428582,49.166275,11294285+4909585,16.074,0.09,15.657,0.131,15.77,0.234,ABD,222,111,000,0,0
172.458915,49.182034,11295013+4910553,15.35,0.054,14.712,0.058,14.409,0.071,AAA,222,111,000,0,0
172.482062,49.191738,11295569+4911302,12.693,0.021,12.043,0.021,11.83,0.022,AAA,222,111,000,0,0
172.46746,49.189522,11295219+4911222,13.407,0.025,13.141,0.024,13.046,0.03,AAA,222,111,000,0,0
172.480414,49.194695,11295529+4911409,16.539,0.148,16.29,0.233,15.975,0.263,BDD,222,111,ccc,0,0
172.529411,49.198002,11300705+4911528,15.709,0.072,15.129,0.084,14.928,0.103,AAA,222,111,000,0,0
172.56881,49.240334,11301651+4914252,16.046,0.1,15.346,0.107,14.728,0.093,AAA,222,111,000,0,0
172.40285,49.187683,11293668+4911156,12.475,0.021,12.212,0.022,12.195,0.024,AAA,222,111,000,0,0
172.420796,49.217819,11294099+4913041,11.477,0.021,10.82,0.017,10.632,0.02,AAA,222,111,000,0,0
172.479433,49.235889,11295506+4914092,16.788,0.176,15.841,0.154,15.605,0.197,CBC,222,111,000,0,0
172.559045,49.268085,11301417+4916051,16.472,0.139,15.779,0.151,15.628,0.197,BBC,222,111,000,0,0
172.540974,49.258694,11300983+4915312,17.006,0.206,16.19,0.205,15.59,0.198,CCC,222,111,000,0,0
172.4789,49.254234,11295493+4915152,14.435,0.03,13.927,0.032,13.623,0.038,AAA,222,111,000,0,0
172.505364,49.26181,11300128+4915425,16.646,0.147,15.899,0.16,15.384,0.161,BCC,222,111,000,0,0
172.659164,48.967522,11303819+4858030,16.177,0.106,15.38,0.101,15.319,0.151,AAB,222,111,000,0,0
172.643128,48.97007,11303435+4858122,15.974,0.089,15.433,0.115,14.841,0.109,ABA,222,111,000,0,0
172.708178,49.006195,11304996+4900223,15.499,0.059,14.936,0.08,14.692,0.085,AAA,222,111,000,0,0
172.700426,49.000889,11304810+4900032,16.902,0.191,15.837,,15.131,0.132,CUB,202,101,000,0,0
172.699365,49.005466,11304784+4900196,16.851,,16.044,0.18,15.09,0.129,UCB,22,11,000,0,0
172.81563,49.034618,11311575+4902046,15.805,0.07,15.385,0.109,14.994,0.108,ABA,222,111,000,0,0
172.792415,49.042568,11311017+4902332,16.557,0.159,16.578,,16.598,,CUU,200,100,000,0,0
172.808241,49.054138,11311397+4903148,13.028,0.021,12.418,0.017,12.334,0.022,AAA,222,111,000,0,0
172.665035,49.041828,11303960+4902305,12.701,0.022,12.423,0.019,12.368,0.024,AAA,222,111,000,0,0
172.667741,49.024857,11304025+4901294,14.923,0.037,14.338,0.052,14.009,0.052,AAA,222,111,000,0,0
172.746652,49.04208,11305919+4902314,16.542,0.139,16.522,,15.695,0.21,BUC,202,101,000,0,0
172.768171,49.054771,11310436+4903171,16.65,0.15,16.131,0.204,15.614,0.185,BCC,222,111,000,0,0
172.770155,49.068348,11310483+4904060,14.804,0.036,14.104,0.042,13.854,0.044,AAA,222,111,000,0,0
172.811371,49.072498,11311472+4904209,15.759,0.07,15.229,0.097,15.27,0.138,AAB,222,111,000,0,0
172.794365,49.095413,11311064+4905434,16.593,0.143,16.726,,15.451,,BUU,200,100,000,0,0
172.783374,49.094238,11310800+4905392,14.497,0.032,13.82,0.027,13.688,0.039,AAA,222,111,000,0,0
172.859315,49.085598,11312623+4905081,14.561,0.031,14.264,0.045,14.224,0.059,AAA,222,111,000,0,0
172.882401,49.101933,11313177+4906069,15.982,0.08,15.272,0.088,15.17,0.131,AAB,222,111,000,0,0
172.898823,49.100719,11313571+4906025,11.434,0.018,11.202,0.019,11.154,0.018,AAA,222,111,000,0,0
172.934261,49.08662,11314422+4905118,14.458,0.07,13.875,0.092,13.573,0.073,AAA,222,111,000,0,0
172.953728,49.105034,11314889+4906181,16.455,0.111,15.756,0.155,15.052,0.108,BBB,222,111,000,0,0
172.973102,49.104031,11315354+4906145,14.749,0.032,14.145,0.048,13.889,0.036,AAA,222,111,000,0,0
172.918827,49.103371,11314051+4906121,11.179,0.024,11.021,0.033,10.973,0.02,AAA,222,111,000,0,0
172.92482,49.116756,11314195+4907003,15.25,0.05,14.582,0.051,14.459,0.065,AAA,222,111,000,0,0
172.954001,49.125061,11314896+4907302,16.763,0.137,16.258,0.217,15.944,,BCU,220,110,000,0,0
172.999326,49.154682,11315983+4909168,13.157,0.026,12.839,0.03,12.752,0.025,AAA,222,111,000,0,0
172.995844,49.160049,11315900+4909361,17.186,0.208,16.481,0.233,15.884,0.221,CDD,222,111,000,0,0
172.864085,49.106712,11312738+4906241,16.413,0.127,15.789,0.149,15.527,0.175,BBC,222,111,000,0,0
172.829358,49.10807,11311904+4906290,16.627,0.146,16.187,0.222,16.991,,BDU,220,110,000,0,0
172.832893,49.119991,11311989+4907119,16.05,0.087,15.775,0.132,15.545,0.185,ABC,222,111,000,0,0
172.888401,49.144077,11313321+4908386,16.518,0.134,16.352,0.242,15.559,0.185,BDC,222,111,000,0,0
172.957986,49.168301,11314991+4910058,16.616,0.149,15.525,0.139,14.821,0.103,BBA,222,111,000,0,0
172.972172,49.166733,11315332+4910002,16.164,0.11,15.479,0.159,14.49,0.093,BCA,222,111,000,0,0
172.975304,49.151325,11315407+4909047,16.535,0.12,15.877,0.153,15.108,0.113,BBB,222,111,000,0,0
172.970679,49.169952,11315296+4910118,17.328,0.221,16.213,0.21,15.472,0.168,DCC,222,111,000,0,0
172.675506,49.074959,11304212+4904298,13.947,0.026,13.615,0.03,13.448,0.037,AAA,222,111,000,0,0
172.669495,49.064877,11304067+4903535,16.41,0.135,15.684,0.15,15.053,0.123,BBB,222,111,000,0,0
172.623199,49.068195,11302956+4904055,16.546,0.145,16.263,0.223,15.816,0.246,BDD,222,121,0c0,0,0
172.659732,49.075302,11303833+4904310,15.141,0.045,14.579,0.052,14.322,0.066,AAA,222,111,000,0,0
172.741978,49.086746,11305807+4905122,14.613,0.032,14.009,0.037,13.817,0.04,AAA,222,111,000,0,0
172.754702,49.103935,11310112+4906141,14.732,0.034,14.323,0.045,14.213,0.06,AAA,222,111,000,0,0
172.79133,49.154301,11310991+4909154,12.656,0.019,12.287,0.021,12.236,0.021,AAA,222,111,000,0,0
172.660852,49.102879,11303860+4906103,16.725,0.166,16.176,0.212,15.617,0.196,CCC,222,111,000,0,0
172.702037,49.123322,11304848+4907239,15.884,0.087,15.225,0.096,14.717,0.095,AAA,222,111,000,0,0
172.702723,49.128281,11304865+4907418,17.045,0.212,16.109,0.187,15.598,0.203,CCC,222,111,000,0,0
172.686149,49.147785,11304467+4908520,16.254,0.102,15.721,0.137,15.515,0.177,ABC,222,111,000,0,0
172.693474,49.144135,11304643+4908388,15.736,0.071,15.335,0.101,15.448,0.176,AAC,222,111,000,0,0
172.706741,49.139454,11304961+4908220,11.062,0.021,10.752,0.017,10.69,0.019,AAA,222,111,000,0,0
172.77002,49.177402,11310480+4910386,15.106,0.042,14.557,0.05,14.186,0.054,AAA,222,111,000,0,0
172.708801,49.163544,11305011+4909487,13.604,0.025,13.257,0.029,13.178,0.031,AAA,222,111,000,0,0
172.730191,49.164158,11305524+4909509,13.44,0.025,13.159,0.024,13.034,0.032,AAA,222,111,000,0,0
172.705674,49.15387,11304936+4909139,14.599,0.03,14.196,0.045,14.055,0.052,AAA,222,111,000,0,0
172.762053,49.173717,11310289+4910253,16.354,0.111,15.695,0.125,15.674,0.203,BBC,222,111,000,0,0
172.834962,49.151058,11312039+4909038,16.486,,15.74,0.137,15.658,,UBU,620,20,0c0,0,0
172.832057,49.135925,11311969+4908093,16.683,0.164,15.918,0.163,15.622,,CCU,220,110,000,0,0
172.950898,49.209118,11314821+4912328,12.717,0.027,12.19,0.038,12.081,0.022,AAA,222,111,000,0,0
172.89825,49.210503,11313558+4912378,14.483,0.029,13.995,0.037,13.864,0.042,AAA,222,111,000,0,0
172.936631,49.22546,11314479+4913316,13.466,0.03,13.177,0.035,13.106,0.028,AAA,222,111,000,0,0
172.937848,49.217705,11314508+4913037,14.05,0.027,13.448,0.038,13.277,0.03,AAA,222,111,000,0,0
172.803839,49.185005,11311292+4911060,15.909,0.082,15.526,0.111,15.759,0.212,ABC,222,111,000,0,0
172.828399,49.184071,11311881+4911026,16.38,0.113,15.903,0.15,15.568,0.2,BCC,222,111,000,0,0
172.877444,49.220863,11313058+4913151,13.163,0.021,12.815,0.023,12.724,0.023,AAA,222,111,000,0,0
172.823053,49.224396,11311753+4913278,16.675,0.145,15.782,,16.382,,BUU,200,100,000,0,0
172.934752,49.239338,11314434+4914216,13.385,0.032,13.119,0.042,13.088,0.032,AAA,222,111,000,0,0
172.947115,49.244823,11314730+4914413,17.077,0.189,16.144,0.191,15.934,0.228,CCD,222,111,000,0,0
172.948041,49.259861,11314752+4915354,16.71,0.144,15.951,0.149,15.292,0.141,BCB,222,111,000,0,0
172.910116,49.275837,11313842+4916330,14.487,0.039,13.915,0.05,13.76,0.042,AAA,222,111,000,0,0
173.033699,49.143234,11320808+4908356,15.391,0.042,15.3,0.082,15.503,0.155,AAC,222,111,000,0,0
173.05105,49.153992,11321225+4909143,17.02,0.199,15.944,0.194,15.565,0.188,CCC,222,111,000,0,0
173.013775,49.173801,11320330+4910256,14.286,0.069,13.821,0.086,13.412,0.066,AAA,222,111,000,0,0
173.017129,49.220684,11320411+4913144,10.454,0.029,10.212,0.034,10.172,0.02,AAA,222,111,000,0,0
173.012554,49.22319,11320301+4913234,16.432,0.104,15.983,0.162,15.882,0.243,ACD,222,111,ccc,0,0
172.613631,49.13591,11302727+4908092,13.946,0.027,13.433,0.029,13.101,0.03,AAA,222,111,000,0,0
172.671416,49.158634,11304113+4909310,13.97,0.027,13.435,0.026,13.102,0.031,AAA,222,111,000,0,0
172.599044,49.168369,11302377+4910061,16.815,0.169,16.046,0.176,15.436,0.167,CCC,222,111,000,0,0
172.638409,49.165977,11303321+4909575,16.085,0.122,15.376,0.151,14.368,,BBU,220,110,000,2,0
172.636094,49.167812,11303266+4910041,14.007,0.044,13.253,0.052,12.989,0.047,AAA,222,111,000,1,0
172.654726,49.178894,11303713+4910440,15.427,0.055,14.888,0.075,14.615,0.082,AAA,222,111,000,0,0
172.673119,49.199883,11304154+4911595,15.868,0.08,15.515,0.119,15.309,0.155,ABB,222,111,000,0,0
172.697823,49.179501,11304747+4910462,15.967,0.094,15.379,0.108,14.806,0.098,AAA,222,111,000,0,0
172.722533,49.197025,11305340+4911492,15.236,0.049,14.67,0.061,14.456,0.07,AAA,222,111,000,0,0
172.757104,49.221455,11310170+4913172,15.736,0.066,15.388,0.1,15.625,0.186,AAC,222,111,000,0,0
172.769633,49.204418,11310471+4912159,16.843,0.18,15.965,0.172,15.618,0.198,CCC,222,111,000,0,0
172.767468,49.221573,11310419+4913176,13.88,0.026,13.49,0.024,13.5,0.034,AAA,222,111,000,0,0
172.726226,49.227146,11305429+4913377,15.415,0.054,14.813,0.066,14.518,0.078,AAA,222,111,000,0,0
172.618108,49.185772,11302834+4911087,12.826,0.022,12.577,0.023,12.518,0.025,AAA,222,111,000,0,0
172.64553,49.201355,11303492+4912048,14.09,0.027,13.648,0.033,13.508,0.038,AAA,222,111,000,0,0
172.606381,49.215176,11302553+4912546,15.973,0.083,15.773,0.135,15.438,0.17,ABC,222,111,000,0,0
172.61338,49.206696,11302721+4912241,16.733,0.172,16.533,,15.121,0.126,CUB,202,101,000,0,0
172.659865,49.247665,11303836+4914515,15.68,0.07,15.119,0.079,14.65,0.084,AAA,222,111,000,0,0
172.690997,49.229546,11304583+4913463,14.727,0.033,14.252,0.046,13.814,0.044,AAA,222,111,000,0,0
172.722093,49.255184,11305330+4915186,15.015,0.039,14.442,0.049,14.225,0.061,AAA,222,111,000,0,0
172.761257,49.27536,11310270+4916312,16.236,0.098,15.9,0.156,15.369,0.143,ACB,222,111,000,0,0
172.757276,49.254658,11310174+4915167,16.827,0.175,15.652,0.139,15.174,0.141,CBB,222,111,000,0,0
172.757531,49.268635,11310180+4916070,14.924,0.039,14.598,0.051,14.497,0.064,AAA,222,111,000,0,0
172.722464,49.265751,11305339+4915567,13.878,0.027,13.399,0.024,13.234,0.029,AAA,222,111,000,0,0
172.768405,49.293144,11310441+4917353,15.587,0.077,15.0,0.106,14.436,0.08,AAA,222,111,000,0,0
172.811417,49.244987,11311474+4914419,16.766,0.159,15.964,0.168,15.471,0.173,CCC,222,111,000,0,0
172.833775,49.262199,11312010+4915439,15.268,0.047,14.597,0.053,14.438,0.067,AAA,222,111,000,0,0
172.871533,49.26791,11312916+4916044,16.763,0.152,16.224,0.203,15.841,0.233,CCD,222,111,000,0,0
172.853505,49.262745,11312484+4915458,12.624,0.023,12.308,0.023,12.226,0.019,AAA,222,111,000,0,0
172.873797,49.271191,11312971+4916162,13.735,0.026,13.304,0.029,13.238,0.026,AAA,222,111,000,0,0
172.790588,49.253273,11310974+4915117,11.636,0.021,10.996,0.019,10.851,0.018,AAA,222,111,000,0,0
172.878143,49.291222,11313075+4917283,16.64,0.151,15.906,0.153,15.669,0.197,BCC,222,111,ccc,0,0
172.879581,49.293068,11313109+4917350,11.682,0.021,11.183,0.019,11.074,0.016,AAA,222,111,000,0,0
172.906392,49.275951,11313753+4916334,16.7,0.145,15.944,0.166,16.05,,BCU,220,110,000,0,0
172.610346,49.273872,11302648+4916259,13.402,0.025,13.039,0.023,12.979,0.028,AAA,222,111,000,0,0
172.729597,49.326492,11305510+4919353,11.255,0.021,10.926,0.017,10.872,0.019,AAA,222,111,000,0,0
172.585479,49.281326,11302051+4916527,14.633,0.033,14.109,0.037,13.89,0.044,AAA,222,111,000,0,0
172.610181,49.294937,11302644+4917417,15.724,0.069,15.035,0.088,14.831,0.093,AAA,222,111,000,0,0
172.638829,49.31144,11303331+4918411,14.565,0.044,13.818,0.05,13.307,0.041,AAA,222,111,000,0,0
172.658391,49.324875,11303801+4919295,16.005,0.088,15.198,0.081,14.883,0.102,AAA,222,111,000,0,0
172.653293,49.320656,11303679+4919143,14.371,0.029,13.951,0.035,13.856,0.046,AAA,222,111,000,0,0
172.636276,49.330692,11303270+4919504,13.518,0.031,13.127,0.065,13.087,0.032,AAA,222,111,ccc,0,0
172.638331,49.33202,11303319+4919552,10.123,0.021,9.491,0.017,9.326,0.019,AAA,222,111,000,0,0
172.1866,49.11982,11284478+4907113,16.73,0.139,15.779,0.142,15.196,0.125,BBB,222,111,000,0,0
172.259078,49.154236,11290217+4909152,14.698,0.03,14.23,0.044,13.845,0.045,AAA,222,111,000,0,0
172.258342,49.157501,11290200+4909270,16.88,0.149,16.318,0.222,15.616,0.18,BDC,222,111,000,0,0
172.212281,49.1688,11285094+4910076,16.547,0.111,16.09,0.185,16.301,,BCU,220,110,000,0,0
172.194846,49.16555,11284676+4909559,15.182,0.042,14.753,0.058,14.502,0.073,AAA,222,111,000,0,0
172.205318,49.172119,11284927+4910196,15.034,0.048,14.273,0.051,14.041,0.054,AAA,222,111,000,0,0
172.210419,49.15575,11285050+4909207,16.035,0.074,15.653,0.123,15.179,0.118,ABB,222,111,000,0,0
172.298812,49.183285,11291171+4910598,16.758,0.119,15.94,0.144,15.71,0.198,BCC,222,111,0c0,0,0
172.355494,49.206833,11292531+4912245,9.732,0.027,9.524,0.035,9.476,0.02,AAA,222,111,000,0,0
172.318607,49.22617,11291646+4913342,16.857,0.136,15.782,0.14,15.613,0.185,BBC,222,111,000,0,0
172.333,49.241428,11291992+4914291,8.333,0.021,8.171,0.026,8.104,0.026,AAA,111,111,000,0,0
172.364665,49.242271,11292751+4914321,16.381,0.107,16.004,0.146,15.642,0.188,ACC,222,111,000,0,0
172.340559,49.234653,11292173+4914047,16.852,0.128,16.188,0.196,16.02,0.263,BCD,222,111,ccc,0,0
172.220832,49.196068,11285299+4911458,16.904,0.165,16.479,0.25,16.009,0.268,CDD,222,111,000,0,0
172.245062,49.205036,11285881+4912181,14.612,0.042,14.258,0.05,14.085,0.048,AAA,222,111,000,0,0
172.412258,49.2328,11293894+4913580,16.343,0.117,15.488,0.117,15.399,0.162,BBC,222,111,000,0,0
172.383553,49.217796,11293205+4913040,15.424,0.056,14.944,0.068,14.603,0.088,AAA,222,111,000,0,0
172.432122,49.255787,11294370+4915208,16.143,0.106,15.454,0.109,14.736,0.098,ABA,222,111,000,0,0
172.452464,49.277016,11294859+4916372,13.744,0.027,13.356,0.028,13.195,0.032,AAA,222,111,000,0,0
172.38182,49.24482,11293163+4914413,16.034,0.091,15.267,0.087,14.842,0.102,AAA,222,111,000,0,0
172.563718,49.319916,11301529+4919116,15.76,,14.926,,14.606,0.086,UUA,662,2,00c,0,0
172.533167,49.322647,11300796+4919215,17.395,,16.328,0.241,15.338,0.15,UDB,22,11,000,0,0
172.392319,49.277222,11293415+4916379,15.321,0.051,14.897,0.066,14.848,0.102,AAA,222,111,000,0,0
